dataset,feature,target_corr,intercept,intercept_se,intercept_t,intercept_p,slope,slope_se,slope_t,slope_p,r_squared,adj_r_squared,f_stat,f_pvalue,rmse,n
auto_mpg,weight,-0.8322442148315748,46.21652454901759,0.7986724633128349,57.866680863535514,1.6230686431090237e-193,-0.007647342535779575,0.00025796327827343175,-29.64508199370016,6.01529605143624e-102,0.6926304331206254,0.691842306026063,878.830886413206,6.015296051435466e-102,4.321645126270701,392
auto_mpg,displacement,-0.8051269467104577,35.12063593840393,0.4944281555558169,71.0328397437696,3.2029237159111916e-225,-0.06005142781220629,0.0022400434462193732,-26.808153169331565,1.66064182779774e-90,0.6482294003193044,0.6473274244226872,718.6770763503417,1.6606418277977056e-90,4.623261288321768,392
concrete,cement,0.49783272227484315,13.442794872825278,1.2969250240387857,10.365128765086776,5.1853017904319574e-24,0.07957957332231691,0.00432391822371127,18.40450471193528,1.3234579488355018e-65,0.24783741936758186,0.2471057437054881,338.7257936916483,1.3234579488353072e-65,14.481350785431445,1030
concrete,superplasticizer,0.3661022976832249,29.466750778636747,0.6988394636072974,42.16526443216887,2.234984132677509e-226,1.0238547047560986,0.08116906028927497,12.613854356662825,5.079089236378489e-34,0.13403089236893617,0.13318850996851683,159.1093217311022,5.079089236377573e-34,15.53833253185352,1030
airfoil,frequency_hz,-0.39071141170821366,127.30373759248681,0.22219211407854236,572.9444454877746,0.0,-0.0008549790125253023,5.199230158034172e-05,-16.44433861432612,5.361777056416415e-56,0.1526554072390256,0.15209088719055053,270.41627246261754,5.361777056417141e-56,6.348191742929221,1503
airfoil,suction_displacement_thickness_m,-0.31266950627654844,126.66318909574562,0.2216225793250442,571.5265542053558,0.0,-164.02746263610982,12.861783564340366,-12.753088388991422,1.9247829560263775e-35,0.09776222015521707,0.09716112902940444,162.6412634574286,1.924782956026456e-35,6.550591373457404,1503
