dataset,feature,target_corr,intercept,intercept_se,intercept_t,intercept_p,slope,slope_se,slope_t,slope_p,r_squared,adj_r_squared,f_stat,f_pvalue,rmse,n
auto_mpg,weight,-0.8322442148315748,46.21652454901759,0.7986724633128349,57.866680863535514,1.6230686431090237e-193,-0.007647342535779575,0.00025796327827343175,-29.64508199370016,6.01529605143624e-102,0.6926304331206254,0.691842306026063,878.830886413206,6.015296051435466e-102,4.321645126270701,392
auto_mpg,displacement,-0.8051269467104577,35.12063593840393,0.4944281555558169,71.0328397437696,3.2029237159111916e-225,-0.06005142781220629,0.0022400434462193732,-26.808153169331565,1.66064182779774e-90,0.6482294003193044,0.6473274244226872,718.6770763503417,1.6606418277977056e-90,4.623261288321768,392
