dataset,feature,target_corr,intercept,intercept_se,intercept_t,intercept_p,slope,slope_se,slope_t,slope_p,r_squared,adj_r_squared,f_stat,f_pvalue,rmse,n
concrete,cement,0.49783272227484315,13.442794872825278,1.2969250240387857,10.365128765086776,5.1853017904319574e-24,0.07957957332231691,0.00432391822371127,18.40450471193528,1.3234579488355018e-65,0.24783741936758186,0.2471057437054881,338.7257936916483,1.3234579488353072e-65,14.481350785431445,1030
concrete,superplasticizer,0.3661022976832249,29.466750778636747,0.6988394636072974,42.16526443216887,2.234984132677509e-226,1.0238547047560986,0.08116906028927497,12.613854356662825,5.079089236378489e-34,0.13403089236893617,0.13318850996851683,159.1093217311022,5.079089236377573e-34,15.53833253185352,1030
